"Relatório de Faturamento"
Período;"2026-01-01 a 2026-12-31"
"Base temporal";due
Cliente;Todos
Status;Todos

Cliente;Documento;Descrição;Emissão;Vencimento;Status;"Valor Original";Juros;"Valor Atualizado";"Valor Pago"
"Srta. Sueli Verdugo";953.581.268-78;"Assumenda in dolor et accusamus in.";21/11/2025;04/01/2026;Pago;19.612,48;0,00;19.612,48;9.842,36
"Srta. Paulina das Dores Vasques Sobrinho";348.235.794-76;"Alias eum libero consequatur ullam quam.";03/12/2025;04/01/2026;Pago;6.553,79;0,00;6.553,79;17.854,64
"Lúcia Branco";168.352.946-90;"Aliquam quisquam voluptatem eaque aliquid ad.";02/12/2025;04/01/2026;Pago;15.499,90;0,00;15.499,90;6.609,76
"Cristóvão Ávila Valentin";956.762.866-90;"Explicabo quae magnam.";17/11/2025;04/01/2026;Pago;12.423,91;0,00;12.423,91;14.975,34
"Sônia Reis Duarte Filho";859.727.353-97;"Eos sequi ea.";14/11/2025;04/01/2026;Pago;838,22;0,00;838,22;16.195,89
"Angélica Romero Lovato";858.189.538-67;"Ut error consequuntur consequuntur.";17/12/2025;04/01/2026;Pago;8.847,82;0,00;8.847,82;18.847,43
"Carlos Padrão Brito Sobrinho";147.261.524-17;"Vitae consequuntur ut consequatur.";22/11/2025;04/01/2026;Pago;14.996,01;0,00;14.996,01;18.100,22
"Noelí Madeira";010.058.213-54;"Sit est numquam.";16/12/2025;04/01/2026;Pago;18.484,17;0,00;18.484,17;1.838,62
"Cauan Santana Saraiva Sobrinho";166.971.885-50;"Et eum dolores quibusdam.";05/11/2025;04/01/2026;Pago;10.590,05;0,00;10.590,05;17.312,59
"Ariane Gisela Lira Neto";010.969.445-11;"Dolorum quod ea nihil error repellendus.";10/12/2025;04/01/2026;Pago;1.601,21;0,00;1.601,21;5.929,65
"Camila Ortega Pedrosa";628.484.820-35;"Rem sed autem quis.";07/11/2025;04/01/2026;Pago;18.304,24;0,00;18.304,24;7.164,18
"Srta. Naomi Neves Lovato Filho";401.703.856-90;"Ex qui quibusdam est ad.";28/11/2025;04/01/2026;Pago;11.946,18;0,00;11.946,18;11.232,52
"Sr. Agostinho de Aguiar";307.840.492-80;"Rerum nisi deleniti et eos molestiae.";13/12/2025;04/01/2026;Pago;9.993,17;0,00;9.993,17;3.762,61
"Sr. Jácomo Rogério Sales";455.772.406-75;"Assumenda dolorem eum veniam unde.";12/11/2025;04/01/2026;Pago;15.435,13;0,00;15.435,13;4.073,06
"Aparecida Julieta de Oliveira Neto";685.308.439-39;"Dolorem qui cum.";12/12/2025;04/01/2026;Pago;19.325,71;0,00;19.325,71;1.410,77
"Dr. Clara Tábata Pontes Neto";733.663.325-58;"Quia repudiandae voluptatibus nihil rem quae.";17/12/2025;04/01/2026;Pago;18.652,95;0,00;18.652,95;15.702,40
"James Jonas Serna Neto";714.455.948-52;"Vel illum ipsa.";01/12/2025;04/01/2026;Pago;6.360,26;0,00;6.360,26;11.014,50
"Srta. Ellen Rezende";460.959.472-22;"Odit non ab minima ullam.";01/12/2025;05/01/2026;Pago;18.984,65;0,00;18.984,65;4.103,86
"Flávia Fernanda Martines";494.374.430-48;"Est aut suscipit quis ea.";10/11/2025;05/01/2026;Pago;14.550,71;0,00;14.550,71;6.310,83
"Franciele Catarina Delvalle Filho";464.072.526-83;"Exercitationem cumque quos itaque quia.";01/12/2025;05/01/2026;Pago;11.650,26;0,00;11.650,26;13.960,36
"Giovana Beltrão Neto";794.097.173-43;"Quia et mollitia et est.";15/12/2025;05/01/2026;Pago;9.147,08;0,00;9.147,08;19.991,62
"Sra. Daiane Faro";470.142.485-09;"Saepe totam quia commodi ipsa enim.";03/12/2025;05/01/2026;Pago;7.522,27;0,00;7.522,27;12.045,54
"Matias de Aguiar Neto";200.110.715-10;"Dolorem in ut nostrum mollitia.";20/11/2025;05/01/2026;Pago;18.495,53;0,00;18.495,53;14.516,30
"Srta. Lidiane Ingrid D'ávila";866.684.657-79;"Est perferendis ea omnis.";13/12/2025;05/01/2026;Pago;12.099,82;0,00;12.099,82;4.734,94
"Sr. Ziraldo Soto";838.077.238-13;"In sed vero nisi.";18/12/2025;05/01/2026;Pago;2.599,28;0,00;2.599,28;8.670,28
"Sr. Everton Rocha";621.860.810-45;"Velit doloribus minus rem non alias.";16/11/2025;05/01/2026;Pago;9.353,49;0,00;9.353,49;13.479,04
"Erik Vila";359.893.285-52;"Nesciunt est esse ut ut.";13/11/2025;05/01/2026;Pago;9.149,96;0,00;9.149,96;14.938,08
"Dr. Davi Franco Estrada";179.551.453-43;"Sapiente perspiciatis quisquam atque.";14/11/2025;05/01/2026;Pago;16.187,33;0,00;16.187,33;16.500,57
"Sra. Fabiana Branco";220.941.737-82;"Eum qui minima aut repellat illo.";11/11/2025;05/01/2026;Pago;6.479,30;0,00;6.479,30;3.201,48
"Dr. Júlia Louise Barros Neto";709.906.218-46;"Omnis vitae soluta.";09/12/2025;05/01/2026;Pago;16.655,07;0,00;16.655,07;7.767,23
"Tatiane Campos Solano";753.096.540-72;"Aut et maxime doloribus saepe.";12/11/2025;05/01/2026;Pago;13.291,76;0,00;13.291,76;7.540,17
"Micaela Suelen Zambrano Jr.";657.075.131-79;"Ex consequatur corrupti labore.";29/11/2025;05/01/2026;Pago;9.969,60;0,00;9.969,60;11.579,52
"Srta. Noa Soares Rangel";054.357.267-17;"Impedit veritatis perferendis.";14/11/2025;05/01/2026;Pago;7.955,57;0,00;7.955,57;4.417,25
"Guilherme das Neves Sobrinho";950.519.548-57;"Delectus mollitia aut aut.";15/12/2025;05/01/2026;Pago;15.195,82;0,00;15.195,82;16.373,14
"Srta. Suelen Yohanna Arruda Neto";563.276.809-52;"Ipsum aut ducimus.";20/11/2025;05/01/2026;Pago;1.935,61;0,00;1.935,61;2.405,13
"Hortência Natália Souza";222.485.591-59;"Eligendi consequatur ut cum ut.";05/12/2025;05/01/2026;Pago;18.271,51;0,00;18.271,51;19.628,87
"Antonella Valência";738.506.712-83;"Ratione mollitia aspernatur et.";08/12/2025;05/01/2026;Pago;5.372,19;0,00;5.372,19;11.383,78
"Sônia Dominato";611.517.681-42;"Dignissimos enim modi ut.";25/11/2025;05/01/2026;Pago;15.316,67;0,00;15.316,67;12.234,32
"Dr. Emílio Aaron Amaral";936.726.528-58;"Dolor et adipisci repellat nisi.";21/11/2025;05/01/2026;Pago;8.001,96;0,00;8.001,96;12.984,43
"Dr. Téo da Cruz";726.462.381-32;"Nobis occaecati ut tenetur velit.";12/12/2025;05/01/2026;Pago;8.748,72;0,00;8.748,72;16.494,44
"Dr. Emerson Uchoa Esteves Filho";493.995.698-06;"Aut reiciendis et.";07/12/2025;05/01/2026;Pago;17.686,42;0,00;17.686,42;19.084,78
"Simon Solano Gil Filho";492.377.700-71;"Commodi sint dolores a est.";07/11/2025;05/01/2026;Pago;18.889,38;0,00;18.889,38;6.636,59
"Jorge Sales da Silva";551.674.519-72;"Eius aut necessitatibus voluptate fugiat.";02/12/2025;05/01/2026;Pago;4.938,13;0,00;4.938,13;16.498,05
"Luan Ivan Sandoval Sobrinho";674.281.995-26;"Vel maxime quis quisquam rerum voluptas.";18/11/2025;05/01/2026;Pago;6.698,10;0,00;6.698,10;4.111,72
"Larissa Carmona Batista";204.881.415-80;"Rerum doloremque vel ipsam quidem.";29/11/2025;05/01/2026;Pago;19.644,01;0,00;19.644,01;11.704,06
"Santiago das Dores";327.458.750-25;"Suscipit explicabo dolores.";27/11/2025;05/01/2026;Pago;5.093,11;0,00;5.093,11;4.814,08
"Srta. Sofia de Aguiar Padrão Sobrinho";827.623.275-16;"Dicta saepe nobis commodi labore dolorum.";11/12/2025;05/01/2026;Pago;14.158,59;0,00;14.158,59;19.030,68
"Srta. Valentina Poliana Guerra";869.461.984-94;"Nisi et numquam unde molestiae.";05/12/2025;05/01/2026;Pago;7.823,10;0,00;7.823,10;7.287,79
"Sr. Márcio Marinho";827.744.959-74;"Consequuntur qui cupiditate cum ipsa et.";19/12/2025;05/01/2026;Pago;19.443,43;0,00;19.443,43;4.430,48
"Srta. Norma Santana Leon Filho";416.396.083-93;"Deserunt labore maxime omnis aut quos.";03/12/2025;05/01/2026;Pago;18.547,33;0,00;18.547,33;6.847,81
"Adriele Bittencourt Garcia Neto";602.654.527-31;"Nostrum omnis quia.";30/11/2025;05/01/2026;Pago;17.103,16;0,00;17.103,16;1.769,54
"Wellington Victor Cordeiro Filho";235.159.005-02;"Non vero eaque voluptatem.";12/12/2025;05/01/2026;Pago;5.155,95;0,00;5.155,95;19.255,57
"Dr. Kevin Quintana Saito Sobrinho";280.880.685-91;"Dignissimos dolorem aliquam cupiditate.";14/12/2025;05/01/2026;Pago;5.506,49;0,00;5.506,49;10.963,37
"Sra. Nayara Helena Tamoio";024.079.478-74;"Illum sequi aperiam.";06/12/2025;05/01/2026;Pago;19.779,57;0,00;19.779,57;5.356,79
"Gilberto Torres";592.972.199-16;"Ut accusantium dolor illum.";26/11/2025;05/01/2026;Pago;18.045,06;0,00;18.045,06;8.745,87
"Sergio Galvão Carvalho";323.506.615-42;"In earum aspernatur consectetur.";05/12/2025;05/01/2026;Pago;17.567,99;0,00;17.567,99;12.944,20
"Srta. Norma Santana Leon Filho";416.396.083-93;"Provident dicta recusandae maiores.";14/12/2025;05/01/2026;Pago;4.335,55;0,00;4.335,55;6.318,51
"Sra. Paola Garcia Galhardo";159.961.348-48;"Hic temporibus temporibus.";14/12/2025;05/01/2026;Pago;19.627,15;0,00;19.627,15;12.681,46
"Cíntia Salazar";886.516.103-67;"Doloribus est recusandae voluptates.";22/11/2025;06/01/2026;Pago;7.578,98;0,00;7.578,98;1.993,10
"Srta. Cláudia Bonilha Martines";046.932.531-59;"Sint vel aliquid.";15/11/2025;06/01/2026;Pago;16.554,24;0,00;16.554,24;10.546,84
"Lúcia Branco";168.352.946-90;"Itaque quas corrupti.";19/12/2025;06/01/2026;Pago;5.720,46;0,00;5.720,46;1.958,14
"Sr. Ícaro Juliano Jimenes";667.592.014-46;"Perspiciatis alias nesciunt maxime at.";11/12/2025;06/01/2026;Pago;16.953,82;0,00;16.953,82;16.052,12
"Valéria Neves Sobrinho";120.397.799-83;"Laudantium asperiores et totam amet.";19/12/2025;06/01/2026;Pago;17.513,76;0,00;17.513,76;9.132,58
"Julieta Abreu Bonilha";772.248.835-70;"Incidunt qui accusantium.";16/12/2025;06/01/2026;Pago;17.486,62;0,00;17.486,62;5.332,32
"Juan Soares Jr.";751.361.349-71;"Est repellat quo ducimus.";22/12/2025;06/01/2026;Pago;9.530,26;0,00;9.530,26;18.673,30
"Dr. Milena Karen Gomes Sobrinho";072.938.578-81;"Dolore nostrum accusamus sit soluta.";17/12/2025;06/01/2026;Pago;11.700,63;0,00;11.700,63;16.121,04
"Noel Barros";666.325.889-00;"Sit nihil laborum voluptatem.";06/12/2025;06/01/2026;Pago;10.094,04;0,00;10.094,04;4.554,37
"Dr. Nádia Dayane Maldonado";362.114.747-60;"Doloribus perspiciatis pariatur non.";12/12/2025;06/01/2026;Pago;12.625,91;0,00;12.625,91;408,65
"Bárbara Milene Campos";861.948.996-93;"Sed sint quae quaerat est.";25/11/2025;06/01/2026;Pago;4.333,66;0,00;4.333,66;12.657,51
"Dr. Téo Faria Ortega";025.427.173-41;"Possimus culpa rerum et.";07/12/2025;06/01/2026;Pago;12.084,10;0,00;12.084,10;6.499,89
"Marcos D'ávila";336.987.105-09;"Iusto quos impedit dolores adipisci.";30/11/2025;06/01/2026;Pago;4.710,06;0,00;4.710,06;10.852,22
"Sra. Mirella Carvalho Garcia";072.292.468-37;"Unde voluptas quaerat sed nihil.";10/11/2025;06/01/2026;Pago;7.714,23;0,00;7.714,23;368,00
"Srta. Thalissa de Aguiar Jr.";914.774.991-47;"Eos aut iure.";13/11/2025;06/01/2026;Pago;3.946,49;0,00;3.946,49;965,38
"Dr. Luísa Benites";176.728.556-75;"Commodi expedita accusantium maxime consequatur quo.";19/11/2025;06/01/2026;Pago;6.360,52;0,00;6.360,52;2.217,74
"Sr. César André Galhardo";189.211.062-31;"Labore quasi optio possimus at.";15/11/2025;06/01/2026;Pago;4.325,10;0,00;4.325,10;16.276,69
"Srta. Renata Guerra Barreto Jr.";357.875.263-51;"Ipsam vero consequatur laudantium.";14/11/2025;06/01/2026;Pago;7.804,37;0,00;7.804,37;3.760,85
"Dr. Emílio Garcia Verdara";741.213.192-64;"Ut quis natus eius.";13/11/2025;06/01/2026;Pago;17.046,81;0,00;17.046,81;14.344,91
"Dr. Matias Santana Pereira";092.484.087-66;"Labore voluptatem dolores id.";08/12/2025;06/01/2026;Pago;15.043,29;0,00;15.043,29;7.074,06
"Valéria Delvalle Sobrinho";127.762.043-15;"Similique aut similique labore.";14/11/2025;06/01/2026;Pago;3.336,33;0,00;3.336,33;16.275,61
"Leandro Assunção Neto";076.575.254-21;"Voluptatem unde voluptatibus impedit adipisci.";30/11/2025;06/01/2026;Pago;1.280,65;0,00;1.280,65;7.054,32
"Jéssica Medina";274.164.159-72;"Voluptatibus fuga amet.";24/11/2025;06/01/2026;Pago;7.486,91;0,00;7.486,91;8.537,29
"Nicolas Otávio Correia";868.366.893-82;"Rerum rerum molestias.";20/11/2025;06/01/2026;Pago;6.915,36;0,00;6.915,36;15.715,19
"Yuri Serra Sobrinho";516.813.279-85;"Quia atque quos sunt.";19/11/2025;06/01/2026;Pago;3.904,11;0,00;3.904,11;475,25
"Valentin Emanuel Bezerra Filho";388.135.562-17;"Accusamus amet velit.";03/12/2025;06/01/2026;Pago;19.414,17;0,00;19.414,17;7.939,96
"Sr. Natal Mascarenhas";887.980.216-05;"Ex deleniti voluptas excepturi aliquid.";05/12/2025;06/01/2026;Pago;7.986,27;0,00;7.986,27;19.117,69
"Sr. Joaquim Soares";268.006.414-93;"Quia consequatur perspiciatis.";21/11/2025;06/01/2026;Pago;19.057,47;0,00;19.057,47;19.426,47
"Dr. Karen Isis Assunção Neto";057.450.541-35;"Repellat id quod.";15/12/2025;06/01/2026;Pago;894,82;0,00;894,82;10.824,05
"Gabi Zamana da Rosa";090.797.295-57;"Praesentium ut libero optio reprehenderit et.";10/11/2025;06/01/2026;Pago;17.445,46;0,00;17.445,46;6.207,57
"Dr. Joaquim Oliveira Amaral";162.430.309-21;"Deserunt velit aut dolores.";25/11/2025;06/01/2026;Pago;4.121,05;0,00;4.121,05;14.259,77
"Edson Meireles";531.675.859-23;"Placeat in voluptatibus et molestiae.";19/11/2025;06/01/2026;Pago;9.786,55;0,00;9.786,55;11.716,38
"Bruno Deverso";698.757.920-03;"A voluptates voluptatibus sint distinctio dolores.";14/12/2025;06/01/2026;Pago;19.563,14;0,00;19.563,14;6.379,87
"Sr. Horácio Gian Velasques Jr.";053.690.318-72;"Praesentium dicta nam libero.";29/11/2025;06/01/2026;Pago;17.511,79;0,00;17.511,79;19.403,16
"Vinícius Júlio Estrada";285.476.214-50;"Quia iure soluta aperiam.";13/11/2025;06/01/2026;Pago;18.364,32;0,00;18.364,32;18.044,39
"Noelí Vieira";026.114.799-29;"Et quas reprehenderit quia.";07/12/2025;06/01/2026;Pago;19.577,11;0,00;19.577,11;11.967,36
"Manoela Ivana Pedrosa";539.146.584-17;"Nam et rerum quae.";07/12/2025;06/01/2026;Pago;13.458,26;0,00;13.458,26;9.033,57
"Sr. Alexandre Leo Rangel Neto";418.271.721-99;"Quas sed incidunt architecto magni est.";20/11/2025;06/01/2026;Pago;14.973,04;0,00;14.973,04;6.494,12
"Elis Gonçalves";272.030.104-03;"Quis dolores consequatur voluptatum.";02/12/2025;07/01/2026;Pago;13.211,26;0,00;13.211,26;6.602,75
"Dr. Renan Danilo Santana Neto";221.951.822-22;"Veritatis quibusdam pariatur unde minima qui.";17/12/2025;07/01/2026;Pago;9.326,21;0,00;9.326,21;19.993,72
"Srta. Mayara Rangel";159.403.375-04;"Repellat reprehenderit corporis est.";10/11/2025;07/01/2026;Pago;2.368,86;0,00;2.368,86;12.665,52
"Dr. Noel Wilson Azevedo";398.521.684-96;"Quos sint enim sed ut explicabo.";23/11/2025;07/01/2026;Pago;8.505,03;0,00;8.505,03;11.069,20
"Dr. Lorenzo Agostinho Sanches Sobrinho";509.778.748-77;"Esse fugit numquam quis totam.";22/11/2025;07/01/2026;Pago;8.022,43;0,00;8.022,43;17.245,83
"Christopher Emerson Marques";955.719.950-94;"Dolorem magni architecto qui non.";08/12/2025;07/01/2026;Pago;18.938,69;0,00;18.938,69;5.126,99
"Sérgio Santos Caldeira Jr.";132.804.948-07;"Aperiam inventore doloremque nihil.";23/12/2025;07/01/2026;Pago;18.087,23;0,00;18.087,23;14.013,41
"Daiane Camacho Ortiz Sobrinho";581.113.921-66;"Ratione deleniti omnis perferendis.";19/12/2025;07/01/2026;Pago;4.701,88;0,00;4.701,88;2.904,87
"Dr. Ivan Madeira Saito";692.460.183-52;"Vero aut ab ipsum velit.";25/11/2025;07/01/2026;Pago;19.684,52;0,00;19.684,52;18.325,77
"Flávio Pontes Madeira";180.731.826-29;"Repellat aut iure illum est.";19/12/2025;07/01/2026;Pago;18.952,80;0,00;18.952,80;3.084,50
"Isabella Allison Martines";422.671.633-49;"Dolore velit dolores.";03/12/2025;07/01/2026;Pago;14.506,62;0,00;14.506,62;3.861,76
"Milene Chaves Amaral Jr.";914.512.789-29;"Id doloribus et facilis non.";14/12/2025;07/01/2026;Pago;12.750,36;0,00;12.750,36;11.460,80
"Sra. Luísa Serrano Furtado Jr.";419.284.816-97;"Earum fugiat hic velit voluptas.";04/12/2025;07/01/2026;Pago;18.865,94;0,00;18.865,94;6.584,34
"Lilian Nicole de Freitas Neto";897.390.813-28;"Placeat inventore voluptatem.";12/11/2025;07/01/2026;Pago;15.383,47;0,00;15.383,47;10.355,70
"Andres Brito Marques";848.971.660-09;"Labore recusandae sunt.";19/12/2025;07/01/2026;Pago;17.460,18;0,00;17.460,18;756,47
"Srta. Mayara Rangel";159.403.375-04;"Nemo repudiandae et molestiae velit sequi.";11/11/2025;07/01/2026;Pago;2.463,93;0,00;2.463,93;948,20
"Antonella Verdugo Jr.";275.429.414-49;"Dignissimos a ea voluptate nemo velit.";12/11/2025;07/01/2026;Pago;1.621,97;0,00;1.621,97;12.843,66
"Dr. Emanuelly Deverso Valdez Sobrinho";126.460.966-61;"Quae quam voluptatem soluta.";18/11/2025;07/01/2026;Pago;2.503,81;0,00;2.503,81;8.441,18
"Sra. Clara Duarte Sobrinho";275.257.797-65;"Odio sed accusantium tempore explicabo.";21/11/2025;07/01/2026;Pago;6.824,35;0,00;6.824,35;5.566,59
"Srta. Gabrielly Saito Jr.";152.163.250-86;"Reiciendis odio nisi omnis sit.";07/12/2025;07/01/2026;Pago;932,73;0,00;932,73;11.752,37
"Tâmara Juliana Marinho";244.884.489-57;"Veritatis placeat deserunt non non.";22/11/2025;07/01/2026;Pago;12.355,55;0,00;12.355,55;12.044,97
"Eduarda Lovato Godói Sobrinho";423.451.175-92;"Sit voluptatibus omnis et veniam aut.";20/11/2025;07/01/2026;Pago;2.552,15;0,00;2.552,15;1.925,18
"Sr. Christopher Breno Ortiz Filho";349.992.011-02;"Excepturi adipisci non reiciendis.";20/11/2025;07/01/2026;Pago;436,75;0,00;436,75;11.793,24
"Emily Salas Ávila Neto";196.002.055-51;"Et reiciendis impedit.";22/12/2025;07/01/2026;Pago;13.404,44;0,00;13.404,44;19.799,60
"Sra. Cecília Azevedo Zamana";826.505.202-85;"Mollitia ea repellat labore officia.";21/11/2025;07/01/2026;Pago;343,42;0,00;343,42;2.840,32
"Dr. Daiana Pereira de Aguiar Filho";990.792.826-01;"Est eum suscipit quia earum eos.";23/12/2025;07/01/2026;Pago;9.421,75;0,00;9.421,75;3.088,38
"Sr. Horácio Gian Velasques Jr.";053.690.318-72;"Porro ut et ipsam pariatur possimus.";10/12/2025;07/01/2026;Pago;5.683,17;0,00;5.683,17;8.928,80
"Sr. Anderson Serra Neto";566.486.211-13;"Sit labore dolorem fugiat.";18/11/2025;07/01/2026;Pago;12.602,49;0,00;12.602,49;5.659,13
"Alma Oliveira Jr.";144.269.246-70;"Et sunt provident inventore.";23/11/2025;07/01/2026;Pago;7.242,29;0,00;7.242,29;3.789,47
"Srta. Micaela Serrano Feliciano Filho";827.487.991-99;"Autem deleniti minus.";09/11/2025;07/01/2026;Pago;5.233,98;0,00;5.233,98;9.893,50
"Srta. Olívia Perez Filho";947.632.276-66;"Deserunt vel ipsum debitis vel.";28/11/2025;07/01/2026;Pago;15.481,42;0,00;15.481,42;10.445,50
"Sr. Richard Luciano Santos Filho";721.748.687-83;"Laborum numquam in qui eum.";28/11/2025;07/01/2026;Pago;14.723,60;0,00;14.723,60;16.459,70
"Lívia Alana Jimenes";197.527.228-94;"Ullam accusamus fugiat ea voluptatem.";14/12/2025;08/01/2026;Pago;6.824,25;0,00;6.824,25;11.777,79
"Samuel Gael Galindo Jr.";411.702.569-97;"Provident eaque expedita iure rerum.";19/12/2025;08/01/2026;Pago;16.695,34;0,00;16.695,34;9.238,72
"Srta. Abgail Uchoa Queirós Neto";779.269.209-35;"Reprehenderit ullam aliquam non voluptatum est.";11/12/2025;08/01/2026;Pago;17.313,90;0,00;17.313,90;7.856,93
"Dr. Renan Danilo Santana Neto";221.951.822-22;"Quos qui ea odit adipisci id.";17/11/2025;08/01/2026;Pago;19.045,96;0,00;19.045,96;5.419,71
"Sra. Hortência Guerra Galindo";811.758.644-91;"Sit quam nihil aut quo.";26/11/2025;08/01/2026;Pago;2.451,43;0,00;2.451,43;13.469,09
"Natan Denis Oliveira Sobrinho";264.612.171-07;"Qui autem sunt ut.";21/11/2025;08/01/2026;Pago;18.494,46;0,00;18.494,46;14.785,27
"Sr. André Santiago Serrano";605.938.222-16;"In odio molestias.";18/12/2025;08/01/2026;Pago;1.918,49;0,00;1.918,49;1.964,04
"Téo Emiliano Pereira";009.263.314-26;"Eligendi qui repellendus amet.";16/11/2025;08/01/2026;Pago;15.929,22;0,00;15.929,22;6.466,09
"Sabrina Pietra Escobar Neto";447.305.447-10;"Magni eum ut aut.";24/11/2025;08/01/2026;Pago;4.938,18;0,00;4.938,18;9.426,96
"Dr. Yuri Roberto Maldonado Jr.";723.813.200-19;"Quis voluptatem numquam vel nulla.";13/11/2025;08/01/2026;Pago;3.509,41;0,00;3.509,41;18.330,89
"Emília Sônia Assunção";399.577.362-74;"Occaecati in aut odio.";19/11/2025;08/01/2026;Pago;18.860,37;0,00;18.860,37;12.700,14
"Sr. Moisés Garcia Sobrinho";342.048.203-89;"Nulla ipsa quas ullam.";24/12/2025;08/01/2026;Pago;3.441,86;0,00;3.441,86;255,49
"Srta. Josefina Rocha Lovato";270.068.995-89;"Vitae aperiam ipsum.";10/12/2025;08/01/2026;Pago;5.957,90;0,00;5.957,90;17.647,41
"Dr. Arthur Júlio Ferreira";918.561.399-49;"Repellat repellat vero.";20/11/2025;08/01/2026;Pago;1.780,96;0,00;1.780,96;10.241,49
"Sra. Larissa Benites Santacruz";131.673.567-21;"Voluptate dolores unde maiores.";10/11/2025;08/01/2026;Pago;15.011,31;0,00;15.011,31;1.410,57
"Sra. Letícia Padrão Sobrinho";205.583.340-32;"Iusto quis ipsum ut iste.";27/11/2025;08/01/2026;Pago;5.804,00;0,00;5.804,00;14.012,24
"Mia Vila Montenegro";227.734.138-68;"Non autem aliquid repudiandae voluptatem.";18/12/2025;08/01/2026;Pago;17.961,85;0,00;17.961,85;7.032,69
"Daiana Mila Estrada";976.300.345-13;"Aut suscipit necessitatibus ea placeat.";15/11/2025;08/01/2026;Pago;4.573,30;0,00;4.573,30;8.880,72
"Srta. Mary Agustina Marques Jr.";506.132.539-40;"Deleniti magni ducimus est dolor.";16/11/2025;08/01/2026;Pago;16.675,64;0,00;16.675,64;13.274,17
"Bernardo Heitor Ferraz";929.777.351-38;"Veniam voluptates eius magnam tenetur voluptas.";17/11/2025;08/01/2026;Pago;10.635,89;0,00;10.635,89;19.534,52
"Srta. Emily Gusmão";528.454.620-45;"Est aspernatur itaque sequi consequatur.";15/12/2025;08/01/2026;Pago;9.781,49;0,00;9.781,49;14.194,65
"Jerônimo Mendes";520.208.420-16;"Ab quia non esse.";12/11/2025;08/01/2026;Pago;6.205,02;0,00;6.205,02;14.160,39
"Micaela Aguiar Sobrinho";857.741.461-96;"Animi commodi dolor dolores.";17/11/2025;08/01/2026;Pago;3.069,01;0,00;3.069,01;177,70
"Lívia Alana Jimenes";197.527.228-94;"Qui eius asperiores dolore minus.";11/11/2025;08/01/2026;Pago;4.388,97;0,00;4.388,97;15.781,43
"Vitória D'ávila Pena Sobrinho";533.215.379-87;"Quaerat ut fugiat.";12/12/2025;08/01/2026;Pago;17.463,47;0,00;17.463,47;18.094,91
"Sra. Maria Júlia Maia Sobrinho";526.870.136-78;"Nemo quam nesciunt porro voluptatem.";12/12/2025;08/01/2026;Pago;15.266,83;0,00;15.266,83;4.284,61
"Joaquin Pontes Dias";731.091.522-55;"Facere labore saepe.";11/12/2025;08/01/2026;Pago;5.770,17;0,00;5.770,17;266,57
"Sra. Isabel Amélia Leon";060.349.689-23;"Quis qui ullam fugit.";20/12/2025;08/01/2026;Pago;8.543,59;0,00;8.543,59;4.793,58
"Miguel Felipe Ramos Jr.";564.000.380-12;"Rem quas nulla dolores recusandae cumque.";29/11/2025;08/01/2026;Pago;10.336,58;0,00;10.336,58;11.170,98
"Théo Ian Duarte Filho";445.896.845-94;"Necessitatibus quaerat error non quos nihil.";21/11/2025;08/01/2026;Pago;5.607,92;0,00;5.607,92;4.771,93
"Tâmara Benez de Freitas Filho";128.059.598-19;"Saepe et aut eos.";22/12/2025;08/01/2026;Pago;1.513,43;0,00;1.513,43;14.255,38
"Sr. Matias Dominato";851.656.553-06;"Beatae amet aut.";09/11/2025;08/01/2026;Pago;3.709,91;0,00;3.709,91;15.050,74
"Demian Sandoval Neto";713.816.660-64;"Molestias ratione tempora sit.";22/11/2025;08/01/2026;Pago;13.698,05;0,00;13.698,05;5.433,40
